age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
39,Male,Yes,0,Graduate,No,Salaried,31362,0,750,293,180,0,Rural,Approved
56,Male,No,0,Graduate,No,Salaried,49449,0,582,125,360,0,Urban,Rejected
26,Female,No,3,Not Graduate,No,Salaried,30716,18586,674,128,120,2,Rural,Rejected
32,Male,Yes,1,Graduate,No,Salaried,40013,0,601,159,240,1,Semiurban,Rejected
28,Male,Yes,0,Graduate,No,Salaried,58609,0,754,186,120,0,Semiurban,Approved
30,Male,Yes,0,Graduate,No,Self-Employed,77465,19051,716,267,60,1,Semiurban,Approved
56,Male,Yes,1,Graduate,No,Salaried,41954,7408,742,151,360,0,Urban,Approved
57,Male,Yes,0,Graduate,No,Self-Employed,38518,19403,758,134,240,3,Urban,Approved
22,Male,No,0,Graduate,No,Salaried,20876,0,660,82,360,1,Rural,Rejected
45,Female,Yes,0,Graduate,Yes,Salaried,80250,6259,770,194,180,2,Semiurban,Approved
30,Female,No,1,Graduate,No,Salaried,46530,0,627,88,240,1,Rural,Rejected
28,Male,Yes,1,Graduate,No,Salaried,38875,0,736,87,240,2,Urban,Approved
32,Female,No,0,Graduate,No,Self-Employed,37893,0,503,148,180,0,Urban,Rejected
28,Male,Yes,0,Not Graduate,No,Salaried,43492,0,613,290,60,0,Urban,Approved
40,Male,Yes,1,Graduate,Yes,Self-Employed,53418,0,888,193,60,0,Urban,Approved
59,Male,Yes,1,Graduate,No,Business,56827,0,735,132,120,2,Semiurban,Approved
43,Female,No,1,Graduate,No,Salaried,81259,22847,735,82,240,1,Rural,Approved
49,Female,Yes,0,Graduate,No,Business,41001,11946,606,287,240,0,Rural,Approved
40,Female,Yes,1,Graduate,Yes,Salaried,87300,17416,582,131,180,0,Semiurban,Rejected
21,Female,Yes,3,Not Graduate,No,Salaried,61627,0,656,116,120,1,Urban,Rejected
24,Female,Yes,1,Graduate,No,Salaried,35240,18116,674,177,240,1,Semiurban,Approved
31,Male,Yes,0,Graduate,No,Self-Employed,15777,17002,852,107,120,1,Semiurban,Approved
30,Female,Yes,1,Graduate,No,Self-Employed,37903,12053,772,92,360,1,Semiurban,Approved
53,Male,Yes,0,Not Graduate,No,Business,79161,0,690,97,180,0,Semiurban,Approved
53,Male,Yes,0,Graduate,No,Self-Employed,24646,5371,686,97,240,1,Urban,Approved
54,Male,No,0,Graduate,No,Salaried,37844,26852,748,76,120,0,Urban,Approved
45,Male,No,3,Not Graduate,No,Business,39443,0,561,72,120,0,Rural,Rejected
42,Male,Yes,0,Graduate,No,Business,58166,0,507,218,180,0,Semiurban,Rejected
46,Male,Yes,2,Graduate,No,Self-Employed,29914,0,747,188,180,2,Rural,Approved
36,Male,Yes,0,Graduate,No,Salaried,23513,0,686,89,60,0,Urban,Approved
47,Male,Yes,0,Graduate,Yes,Self-Employed,48291,0,562,209,180,0,Semiurban,Rejected
51,Female,Yes,0,Graduate,No,Salaried,25042,8820,491,157,60,1,Urban,Rejected
50,Male,Yes,1,Graduate,No,Business,14505,10797,760,114,360,0,Rural,Approved
44,Male,Yes,0,Graduate,Yes,Business,91143,0,633,73,180,2,Urban,Approved
23,Male,No,0,Graduate,No,Self-Employed,57729,10114,716,159,180,1,Semiurban,Approved
49,Male,Yes,0,Graduate,No,Salaried,93125,0,656,341,180,1,Urban,Rejected
35,Male,No,0,Graduate,No,Salaried,56219,0,677,135,240,0,Urban,Rejected
50,Female,Yes,0,Not Graduate,No,Business,51031,55360,627,221,60,0,Urban,Rejected
42,Male,Yes,0,Not Graduate,No,Business,43685,0,673,121,240,0,Semiurban,Approved
55,Female,Yes,0,Graduate,No,Self-Employed,33090,23099,732,213,360,1,Rural,Approved
34,Female,No,3,Graduate,No,Business,46913,9620,655,125,180,0,Rural,Approved
57,Male,No,0,Graduate,No,Salaried,27540,14753,650,40,60,2,Semiurban,Rejected
53,Female,Yes,0,Graduate,No,Business,21277,0,735,94,120,3,Semiurban,Approved
33,Male,Yes,0,Graduate,Yes,Salaried,30757,0,741,143,360,1,Rural,Approved
39,Female,Yes,0,Graduate,No,Salaried,69269,15840,578,231,120,0,Urban,Approved
41,Female,Yes,1,Graduate,No,Salaried,19610,0,677,124,60,1,Rural,Approved
50,Female,Yes,0,Graduate,No,Salaried,19766,19719,633,136,360,0,Rural,Rejected
47,Male,Yes,0,Graduate,No,Salaried,48808,13606,681,100,360,3,Semiurban,Rejected
54,Female,Yes,1,Not Graduate,No,Self-Employed,29509,0,809,293,180,0,Urban,Approved
35,Female,No,0,Graduate,No,Salaried,46293,0,712,284,60,1,Urban,Approved
40,Male,Yes,3,Graduate,Yes,Self-Employed,59571,0,875,96,180,0,Urban,Approved
37,Female,Yes,3,Graduate,No,Salaried,45742,0,700,63,240,1,Rural,Approved
56,Female,Yes,0,Graduate,No,Self-Employed,26473,19877,665,54,120,0,Semiurban,Rejected
32,Male,Yes,0,Graduate,Yes,Salaried,68973,0,678,182,120,0,Semiurban,Approved
43,Female,Yes,0,Graduate,Yes,Self-Employed,52631,30871,693,144,360,0,Semiurban,Approved
25,Male,No,0,Graduate,No,Salaried,36806,0,709,91,240,0,Rural,Approved
54,Male,No,0,Graduate,No,Salaried,35926,19571,591,154,180,0,Urban,Approved
35,Male,Yes,1,Graduate,No,Salaried,43783,7685,659,73,360,2,Urban,Approved
34,Male,No,0,Not Graduate,No,Salaried,31070,0,615,200,180,0,Semiurban,Rejected
43,Female,Yes,0,Graduate,No,Salaried,16065,14944,773,111,360,1,Urban,Approved
40,Male,Yes,0,Graduate,No,Salaried,52843,0,507,78,120,0,Urban,Rejected
54,Male,Yes,3,Graduate,No,Salaried,51296,0,694,112,180,1,Semiurban,Rejected
41,Male,Yes,3,Graduate,No,Self-Employed,11493,0,543,110,240,3,Urban,Rejected
41,Male,Yes,0,Graduate,Yes,Salaried,46880,0,719,161,180,0,Rural,Approved
25,Female,No,1,Graduate,No,Salaried,87399,0,644,241,120,3,Rural,Rejected
21,Female,Yes,0,Graduate,Yes,Salaried,20665,0,516,234,240,1,Rural,Rejected
36,Male,No,1,Not Graduate,No,Salaried,35009,33088,765,145,180,1,Rural,Approved
59,Male,No,1,Graduate,Yes,Salaried,33157,0,454,122,120,0,Urban,Rejected
56,Male,No,2,Graduate,No,Self-Employed,83300,0,677,101,180,3,Urban,Approved
45,Male,Yes,0,Graduate,No,Salaried,63607,0,742,55,240,2,Semiurban,Approved
45,Male,No,0,Graduate,No,Salaried,23407,0,804,133,180,0,Urban,Rejected
36,Male,Yes,3,Graduate,No,Salaried,43091,14170,535,88,180,0,Rural,Rejected
27,Male,Yes,0,Graduate,No,Salaried,114845,0,634,247,120,0,Urban,Rejected
21,Male,Yes,0,Graduate,No,Self-Employed,26573,8446,778,121,120,0,Semiurban,Approved
34,Male,No,1,Graduate,Yes,Salaried,36114,0,784,195,240,0,Semiurban,Approved
33,Male,Yes,2,Graduate,No,Self-Employed,46946,0,795,106,240,3,Rural,Rejected
28,Female,Yes,1,Not Graduate,No,Salaried,26768,0,900,96,180,2,Semiurban,Approved
31,Female,No,2,Graduate,Yes,Self-Employed,87693,9675,634,182,180,0,Semiurban,Approved
21,Male,Yes,1,Graduate,No,Salaried,28672,10786,714,154,120,0,Urban,Approved
44,Female,No,0,Graduate,No,Business,18133,23125,649,158,180,1,Semiurban,Rejected
57,Female,Yes,1,Graduate,No,Salaried,27931,33239,502,128,180,2,Semiurban,Rejected
47,Male,Yes,2,Not Graduate,No,Salaried,50338,25302,672,199,180,1,Semiurban,Approved
38,Male,Yes,2,Not Graduate,No,Business,24365,0,501,185,120,2,Rural,Rejected
37,Male,Yes,0,Not Graduate,No,Self-Employed,42239,15551,633,45,120,1,Urban,Rejected
32,Female,Yes,0,Not Graduate,No,Salaried,48111,0,548,118,360,1,Urban,Rejected
26,Male,Yes,2,Graduate,No,Salaried,19842,54560,719,223,180,0,Rural,Approved
44,Male,Yes,0,Graduate,No,Salaried,27396,44988,610,81,360,2,Urban,Rejected
43,Male,No,0,Graduate,No,Self-Employed,43238,0,519,58,240,1,Semiurban,Rejected
21,Male,No,2,Graduate,No,Salaried,51596,31697,758,125,240,1,Semiurban,Approved
37,Female,Yes,0,Graduate,No,Salaried,27739,0,626,174,120,1,Rural,Rejected
31,Male,Yes,0,Graduate,Yes,Salaried,39179,0,641,107,120,0,Urban,Approved
27,Female,Yes,0,Graduate,No,Business,31509,0,592,256,180,0,Urban,Rejected
48,Female,No,0,Graduate,No,Salaried,52257,0,783,338,180,2,Rural,Approved
41,Female,No,2,Graduate,No,Salaried,47085,0,704,51,60,0,Semiurban,Approved
45,Male,Yes,0,Not Graduate,No,Business,30129,0,625,111,180,0,Semiurban,Rejected
48,Female,Yes,0,Graduate,No,Salaried,46130,40346,508,43,120,1,Urban,Rejected
59,Male,No,0,Graduate,No,Self-Employed,29546,0,900,187,120,0,Semiurban,Approved
52,Male,No,0,Not Graduate,No,Self-Employed,45646,0,858,96,360,1,Rural,Approved
45,Female,Yes,0,Not Graduate,No,Salaried,45966,20429,810,106,180,1,Semiurban,Approved
55,Male,No,0,Graduate,No,Self-Employed,118839,0,617,238,120,1,Rural,Rejected
39,Male,Yes,0,Not Graduate,No,Business,30695,0,635,69,60,3,Rural,Approved
59,Male,Yes,0,Graduate,No,Salaried,33839,35589,716,61,360,0,Semiurban,Approved
50,Female,No,0,Graduate,Yes,Salaried,26275,38483,600,43,360,3,Semiurban,Rejected
46,Female,Yes,0,Graduate,No,Self-Employed,21668,0,591,253,120,1,Semiurban,Approved
56,Male,Yes,0,Graduate,Yes,Salaried,28905,20197,811,226,180,2,Rural,Approved
41,Female,No,0,Graduate,No,Salaried,50643,34983,675,116,180,2,Semiurban,Approved
49,Male,No,0,Graduate,No,Salaried,52509,0,579,71,120,0,Urban,Approved
32,Male,Yes,0,Graduate,No,Self-Employed,42102,0,766,204,180,1,Rural,Approved
58,Male,Yes,0,Graduate,No,Self-Employed,31323,0,628,532,120,0,Semiurban,Rejected
45,Female,No,1,Graduate,Yes,Business,28376,9860,502,119,120,1,Rural,Rejected
51,Male,Yes,0,Graduate,No,Salaried,22962,12396,578,74,180,0,Semiurban,Rejected
38,Male,No,2,Graduate,No,Business,27489,0,634,250,120,0,Semiurban,Rejected
54,Male,No,1,Graduate,No,Salaried,19005,30256,700,76,180,2,Semiurban,Approved
23,Female,Yes,0,Not Graduate,No,Self-Employed,71606,0,695,112,120,2,Rural,Approved
25,Male,Yes,0,Not Graduate,Yes,Self-Employed,90996,0,790,36,180,1,Urban,Approved
40,Male,No,0,Graduate,No,Salaried,13795,8282,659,115,360,0,Semiurban,Approved
49,Female,No,0,Graduate,No,Salaried,41967,0,638,71,180,2,Rural,Approved
52,Male,Yes,0,Graduate,Yes,Salaried,41620,0,792,252,180,3,Rural,Approved
38,Male,Yes,0,Not Graduate,No,Salaried,40312,0,768,82,180,0,Urban,Approved
46,Male,No,2,Graduate,No,Self-Employed,27001,0,661,198,360,0,Urban,Rejected
42,Female,Yes,0,Graduate,No,Salaried,60552,11814,706,127,240,2,Semiurban,Approved
58,Male,Yes,1,Graduate,No,Self-Employed,44589,0,637,143,60,0,Urban,Approved
46,Male,No,2,Graduate,No,Salaried,60904,0,575,174,120,1,Urban,Rejected
37,Male,No,0,Graduate,Yes,Salaried,25116,0,878,131,180,1,Semiurban,Approved
58,Female,No,3,Graduate,No,Self-Employed,18186,7298,631,97,240,1,Semiurban,Rejected
25,Female,No,3,Graduate,No,Salaried,45137,0,707,89,120,0,Semiurban,Rejected
59,Male,Yes,0,Graduate,Yes,Business,22438,0,544,173,180,1,Urban,Rejected
27,Male,No,0,Graduate,No,Business,61531,27787,746,52,180,1,Rural,Approved
32,Female,Yes,0,Graduate,No,Salaried,12540,6103,571,311,180,2,Semiurban,Rejected
53,Male,Yes,0,Not Graduate,No,Salaried,28731,12477,831,143,240,0,Rural,Approved
49,Male,No,0,Graduate,No,Salaried,26690,0,842,113,120,2,Urban,Approved
58,Male,No,0,Not Graduate,Yes,Self-Employed,30755,24661,731,153,180,0,Rural,Approved
50,Male,No,0,Graduate,No,Salaried,41380,0,690,100,240,0,Rural,Approved
45,Male,Yes,2,Not Graduate,No,Business,44272,4355,663,123,360,2,Urban,Rejected
34,Male,No,0,Not Graduate,No,Business,50005,33484,676,76,180,0,Semiurban,Approved
21,Male,Yes,0,Not Graduate,No,Salaried,52971,37263,717,162,180,0,Semiurban,Approved
25,Male,No,0,Not Graduate,No,Self-Employed,33331,18002,688,129,240,0,Semiurban,Approved
32,Female,No,2,Graduate,No,Salaried,104230,18716,768,147,240,1,Rural,Approved
22,Male,Yes,1,Graduate,No,Salaried,72660,22067,597,282,180,1,Urban,Rejected
40,Male,No,0,Graduate,No,Salaried,31070,0,818,90,180,2,Semiurban,Approved
51,Female,Yes,1,Graduate,No,Self-Employed,33913,0,642,126,120,0,Rural,Approved
58,Male,No,0,Not Graduate,No,Salaried,30745,0,613,59,240,0,Urban,Approved
40,Female,No,1,Graduate,No,Business,43549,20515,713,177,180,0,Urban,Approved
55,Male,No,1,Graduate,No,Salaried,22338,16209,718,133,120,3,Urban,Approved
59,Female,Yes,0,Not Graduate,No,Self-Employed,24471,16320,524,135,180,1,Rural,Rejected
54,Male,Yes,1,Graduate,No,Business,12287,0,637,124,360,0,Urban,Approved
39,Male,No,2,Graduate,No,Self-Employed,29753,0,485,101,60,0,Urban,Approved
33,Male,No,2,Graduate,No,Salaried,61845,0,619,468,180,0,Semiurban,Rejected
59,Male,No,0,Graduate,No,Salaried,33656,0,623,137,360,1,Rural,Approved
30,Male,Yes,1,Not Graduate,No,Salaried,34611,28871,707,156,360,1,Semiurban,Approved
37,Female,Yes,0,Graduate,No,Salaried,41734,15807,609,76,120,1,Rural,Rejected
23,Female,No,2,Graduate,No,Business,22002,0,630,209,120,0,Urban,Rejected
51,Male,No,2,Graduate,No,Salaried,36778,33351,797,126,180,0,Semiurban,Approved
46,Female,Yes,0,Graduate,No,Salaried,56679,27458,866,168,120,1,Semiurban,Approved
24,Female,Yes,0,Graduate,No,Self-Employed,42331,39808,597,211,180,1,Urban,Rejected
29,Female,Yes,0,Not Graduate,No,Salaried,59224,0,772,127,180,0,Rural,Approved
42,Male,Yes,0,Graduate,No,Business,68327,0,715,96,240,1,Semiurban,Approved
42,Male,Yes,0,Graduate,Yes,Salaried,50579,13366,524,42,180,2,Urban,Rejected
52,Male,Yes,0,Graduate,No,Salaried,25421,9267,609,111,360,1,Urban,Rejected
31,Male,Yes,1,Graduate,No,Self-Employed,30575,0,407,95,240,1,Urban,Rejected
57,Female,No,0,Graduate,No,Salaried,95391,21616,709,76,180,1,Rural,Approved
38,Male,No,0,Graduate,No,Business,42493,20751,583,278,120,0,Urban,Rejected
53,Male,No,1,Graduate,No,Salaried,39754,0,692,220,240,0,Rural,Approved
30,Male,Yes,0,Not Graduate,No,Salaried,23624,20176,900,54,240,0,Urban,Approved
22,Female,Yes,0,Graduate,No,Salaried,34692,6780,823,145,120,0,Rural,Approved
23,Male,Yes,2,Graduate,Yes,Salaried,51958,0,611,89,120,1,Rural,Rejected
35,Male,Yes,3,Graduate,No,Salaried,36586,0,589,161,240,1,Urban,Rejected
58,Female,Yes,1,Graduate,No,Salaried,28010,0,796,90,60,0,Urban,Approved
22,Female,No,0,Graduate,No,Salaried,31455,6796,590,103,240,3,Rural,Rejected
35,Male,No,0,Graduate,No,Business,65901,9352,769,217,120,2,Urban,Approved
25,Female,No,3,Graduate,No,Salaried,50711,0,900,202,180,0,Urban,Approved
57,Female,Yes,1,Graduate,No,Self-Employed,47430,30791,741,286,120,0,Rural,Approved
47,Male,Yes,2,Graduate,No,Salaried,45272,19094,787,120,180,0,Rural,Rejected
50,Female,Yes,1,Graduate,No,Self-Employed,20100,30120,776,65,240,3,Rural,Approved
48,Male,Yes,0,Graduate,Yes,Salaried,41613,15162,630,213,120,1,Rural,Rejected
46,Male,No,0,Graduate,No,Salaried,61945,0,706,213,60,1,Semiurban,Approved
51,Male,Yes,2,Graduate,No,Salaried,31874,22014,594,184,60,3,Rural,Rejected
21,Male,No,2,Graduate,No,Salaried,59202,0,796,93,60,1,Urban,Approved
54,Male,Yes,0,Not Graduate,Yes,Salaried,47697,11217,582,79,180,2,Rural,Rejected
49,Male,No,1,Graduate,No,Salaried,54931,0,743,176,60,0,Semiurban,Approved
49,Male,No,0,Graduate,No,Business,37252,0,782,86,180,0,Semiurban,Approved
36,Male,Yes,3,Graduate,No,Salaried,56573,26949,636,115,240,0,Rural,Approved
52,Male,No,0,Graduate,No,Business,17460,0,615,574,360,2,Semiurban,Rejected
35,Male,Yes,1,Graduate,Yes,Salaried,36922,0,665,389,120,0,Semiurban,Rejected
22,Male,No,0,Graduate,No,Salaried,51871,5766,600,200,360,0,Semiurban,Rejected
56,Male,No,1,Graduate,No,Salaried,42115,0,694,96,360,2,Urban,Approved
30,Male,No,1,Graduate,No,Salaried,62806,0,597,94,180,0,Urban,Approved
24,Female,No,0,Graduate,No,Self-Employed,33572,0,604,192,240,1,Rural,Approved
45,Male,Yes,2,Graduate,No,Salaried,27619,2524,729,284,180,0,Urban,Approved
30,Female,No,2,Graduate,No,Business,16002,9154,736,104,60,0,Semiurban,Approved
54,Male,No,2,Graduate,No,Salaried,31682,12360,654,107,360,0,Semiurban,Approved
38,Female,Yes,0,Graduate,No,Salaried,47025,8176,532,140,360,2,Rural,Rejected
21,Female,Yes,1,Graduate,No,Salaried,53130,24714,785,67,120,0,Rural,Approved
58,Female,No,1,Graduate,No,Self-Employed,18041,0,640,68,120,0,Urban,Rejected
41,Male,Yes,1,Graduate,No,Salaried,65360,16439,866,75,60,1,Urban,Approved
31,Male,Yes,0,Graduate,No,Business,22310,67785,668,176,180,0,Semiurban,Rejected
47,Male,No,1,Graduate,Yes,Salaried,34181,17509,692,154,360,0,Urban,Approved
41,Male,No,0,Graduate,No,Salaried,27326,15225,641,237,60,1,Semiurban,Approved
22,Female,Yes,0,Graduate,No,Self-Employed,44740,0,702,56,180,2,Urban,Approved
50,Female,Yes,0,Graduate,Yes,Salaried,38064,0,900,63,240,2,Urban,Approved
36,Male,Yes,0,Graduate,No,Self-Employed,50970,22630,649,169,180,0,Rural,Approved
48,Male,No,0,Graduate,No,Salaried,91300,8936,795,87,180,1,Rural,Approved
55,Male,Yes,0,Graduate,Yes,Self-Employed,44308,12750,688,90,180,1,Semiurban,Rejected
44,Male,Yes,2,Graduate,No,Salaried,27219,0,786,223,60,0,Urban,Approved
47,Male,No,0,Graduate,No,Business,45731,13772,506,102,180,0,Rural,Rejected
30,Male,No,0,Graduate,No,Salaried,96045,48824,855,108,60,2,Semiurban,Approved
30,Female,No,2,Graduate,Yes,Self-Employed,50421,23635,711,119,240,1,Rural,Approved
37,Male,Yes,3,Graduate,No,Salaried,58270,15555,656,122,120,1,Urban,Rejected
54,Male,No,2,Not Graduate,Yes,Self-Employed,16370,34431,761,189,240,0,Urban,Approved
41,Male,Yes,2,Not Graduate,No,Business,44066,0,693,73,180,1,Semiurban,Rejected
34,Female,Yes,3,Graduate,No,Business,31761,6107,577,122,360,0,Rural,Approved
51,Male,No,1,Not Graduate,No,Salaried,25847,44284,462,240,240,0,Urban,Rejected
54,Male,No,3,Not Graduate,Yes,Salaried,35913,14856,844,390,240,2,Urban,Approved
56,Male,Yes,3,Graduate,Yes,Self-Employed,38343,4215,660,68,120,3,Semiurban,Approved
32,Male,No,0,Graduate,No,Salaried,26577,0,625,158,180,3,Rural,Rejected
48,Male,Yes,2,Graduate,No,Self-Employed,39904,0,632,122,240,1,Rural,Rejected
44,Male,Yes,2,Graduate,No,Salaried,33298,0,812,128,240,1,Rural,Rejected
38,Male,Yes,2,Graduate,No,Salaried,51597,0,636,90,240,0,Semiurban,Rejected
36,Female,Yes,2,Graduate,No,Salaried,40692,0,738,196,60,2,Rural,Approved
25,Male,No,0,Not Graduate,Yes,Self-Employed,43825,0,650,191,60,0,Semiurban,Rejected
31,Male,No,0,Graduate,No,Salaried,59260,0,567,474,60,0,Urban,Rejected
42,Male,No,1,Not Graduate,No,Salaried,47929,0,761,69,60,0,Semiurban,Approved
55,Female,Yes,1,Graduate,No,Self-Employed,36205,0,779,56,240,2,Semiurban,Approved
54,Female,Yes,2,Graduate,No,Salaried,12792,0,619,375,180,0,Semiurban,Approved
28,Female,Yes,2,Graduate,No,Business,46951,8610,677,131,180,1,Urban,Rejected
47,Male,No,1,Graduate,No,Salaried,23018,0,689,107,60,1,Rural,Rejected
24,Male,Yes,3,Graduate,Yes,Salaried,34783,5485,720,148,240,0,Rural,Approved
47,Female,Yes,0,Graduate,No,Salaried,43718,0,857,67,60,2,Urban,Approved
34,Female,No,3,Graduate,No,Salaried,70722,0,651,162,120,2,Rural,Approved
38,Male,No,0,Graduate,No,Self-Employed,91232,0,650,129,240,0,Urban,Approved
48,Male,Yes,1,Graduate,No,Salaried,22911,0,664,230,240,0,Urban,Approved
37,Male,Yes,0,Graduate,No,Salaried,18809,0,595,206,60,1,Urban,Rejected
52,Female,No,1,Graduate,No,Salaried,42739,0,525,215,60,0,Semiurban,Rejected
41,Male,Yes,0,Graduate,No,Self-Employed,40995,24446,692,148,180,0,Urban,Approved
59,Male,Yes,0,Not Graduate,No,Self-Employed,19912,9268,727,300,180,2,Semiurban,Approved
45,Male,No,1,Graduate,No,Salaried,36015,75267,680,179,120,0,Rural,Rejected
32,Male,Yes,1,Not Graduate,No,Salaried,48961,13933,674,103,180,0,Semiurban,Approved
51,Male,Yes,0,Graduate,No,Salaried,19632,8870,599,90,180,0,Rural,Rejected
36,Male,Yes,1,Graduate,Yes,Self-Employed,22086,0,703,95,180,0,Rural,Approved
41,Female,Yes,0,Not Graduate,Yes,Salaried,26316,0,695,180,240,0,Semiurban,Approved
26,Male,Yes,0,Not Graduate,No,Salaried,32659,8018,723,69,240,0,Urban,Approved
25,Male,Yes,0,Graduate,No,Self-Employed,51379,0,709,145,120,1,Urban,Approved
43,Male,Yes,1,Graduate,No,Salaried,30846,22202,715,89,60,2,Semiurban,Approved
28,Male,Yes,2,Graduate,Yes,Self-Employed,37334,0,799,72,120,1,Semiurban,Approved
59,Male,No,1,Graduate,Yes,Salaried,111646,0,731,78,120,2,Semiurban,Approved
54,Male,No,2,Graduate,No,Business,22513,0,723,133,120,0,Semiurban,Approved
48,Male,Yes,1,Graduate,No,Salaried,26200,8600,523,197,60,1,Semiurban,Rejected
49,Female,Yes,2,Graduate,No,Salaried,50973,24964,775,96,240,2,Urban,Approved
44,Male,No,3,Graduate,Yes,Salaried,59517,8300,653,48,240,1,Urban,Approved
23,Male,No,0,Graduate,No,Salaried,44685,0,687,650,240,3,Urban,Approved
36,Male,No,0,Graduate,No,Self-Employed,89723,0,565,235,180,1,Rural,Approved
40,Female,Yes,0,Graduate,No,Salaried,42562,0,868,214,240,3,Semiurban,Approved
56,Male,Yes,1,Not Graduate,No,Salaried,13520,0,457,303,180,0,Semiurban,Rejected
29,Female,Yes,0,Graduate,No,Self-Employed,38120,9131,814,141,240,0,Semiurban,Approved
40,Female,No,0,Graduate,No,Salaried,27296,0,718,126,60,0,Semiurban,Approved
34,Male,Yes,2,Graduate,No,Self-Employed,72541,0,509,265,360,2,Urban,Rejected
26,Male,Yes,3,Graduate,No,Self-Employed,58824,32073,863,264,120,0,Urban,Approved
25,Female,Yes,0,Graduate,No,Salaried,16402,0,726,183,120,0,Urban,Approved
35,Male,Yes,0,Graduate,No,Self-Employed,71336,8331,468,209,180,3,Urban,Rejected
24,Male,Yes,0,Not Graduate,No,Business,58086,16913,642,72,120,1,Urban,Rejected
23,Male,Yes,0,Not Graduate,No,Self-Employed,30877,42177,728,118,360,0,Rural,Approved
34,Male,Yes,2,Not Graduate,No,Salaried,34919,0,834,315,180,0,Urban,Approved
28,Male,No,1,Not Graduate,Yes,Salaried,72845,0,643,201,360,1,Urban,Approved
42,Male,No,0,Graduate,Yes,Business,13551,27341,442,65,360,2,Urban,Rejected
21,Male,Yes,0,Graduate,Yes,Salaried,45374,0,811,103,180,1,Urban,Approved
32,Male,No,0,Graduate,No,Salaried,62737,0,725,290,240,0,Urban,Approved
38,Male,No,0,Not Graduate,Yes,Salaried,34740,0,479,169,360,1,Urban,Approved
58,Female,Yes,0,Graduate,No,Self-Employed,50209,0,711,147,120,0,Urban,Approved
45,Male,Yes,1,Graduate,No,Self-Employed,38238,0,720,149,120,2,Rural,Approved
55,Male,Yes,0,Graduate,No,Business,24538,17332,651,129,180,1,Urban,Rejected
34,Male,Yes,2,Graduate,No,Business,24233,0,606,103,180,2,Urban,Rejected
38,Male,Yes,0,Graduate,No,Salaried,51842,5190,625,89,240,0,Semiurban,Rejected
37,Male,Yes,2,Graduate,No,Self-Employed,26427,13200,651,223,120,0,Urban,Rejected
55,Male,Yes,0,Graduate,No,Salaried,16945,27403,712,151,240,1,Semiurban,Approved
58,Male,Yes,0,Graduate,No,Salaried,38607,0,751,191,240,1,Semiurban,Approved
58,Male,Yes,2,Not Graduate,No,Salaried,28098,0,487,177,180,0,Rural,Rejected
50,Male,Yes,1,Graduate,No,Business,19939,19164,703,272,240,1,Rural,Approved
40,Male,No,0,Graduate,Yes,Salaried,37642,0,724,169,360,0,Semiurban,Approved
42,Male,Yes,0,Graduate,No,Salaried,53297,36852,695,203,120,1,Urban,Approved
59,Male,Yes,1,Graduate,Yes,Salaried,36683,0,644,146,180,1,Semiurban,Rejected
32,Male,Yes,3,Not Graduate,No,Salaried,21309,13876,808,84,240,0,Urban,Approved
